Year,Location,Rainfall (mm),Avg_Temperature (°C),Humidity (%),Soil_Moisture (%),Soil_pH,Organic_Carbon (%),Fertilizer (kg/ha),Planting_Date,Prev_Yield (tons/ha),Market_Price (KES/ton),Days_to_Harvest,Labour_Cost (KES/ha),Storage_Loss (%),Yield (tons/ha)
2016,Bomet,752.7653402444482,27.82987828483676,76.81280263323126,27.91400455652282,5.974170800270414,1.703598288389488,187.441551084431,88,4.527040389254919,4019.4847480973744,136,1042.7177348057614,30.0,3.715495492338917
2020,Bomet,374.623123255033,20.174561263353244,86.04524957144687,30.793965255808036,5.495001835550635,2.5522645717546855,186.2967306678805,80,3.190959179828722,3503.6749235994416,106,747.9796755971232,30.0,3.454015035683816
2020,Kitale,858.0012001296675,19.314781703667457,50.637827458132435,24.053058361212813,6.469068243103677,2.5614866038773756,87.44765616991849,77,2.9007591202435403,2202.6431063005575,147,815.7920122395628,25.813453859922,3.201605823574979
2017,Kitale,606.2006950061314,23.1175240533971,84.1216264846604,12.931089030494448,7.065766568252195,1.292838312120108,157.94895139403502,112,4.1283913821899825,2903.114460526906,132,851.3765461450696,30.0,2.3350281372132393
2014,Mau Escarpment,1070.3326706321682,25.73291274259872,70.84008691793429,24.059241957506586,5.122174896767664,0.5108657595190309,54.54262892614869,107,3.4928520913771264,2855.2752339721033,121,847.1459344124116,27.292343413119678,3.709799225362539
2013,Kapsabet,691.2103334848232,27.178061343799023,74.85208356688395,12.443626442032013,6.492378042901839,2.778114193645296,69.7777694755137,70,4.878494517843272,2174.727488666825,145,1019.4432457874195,25.95957452041787,1.8985104643448076
2017,Lake Bogoria,473.55564804802106,25.440614160327502,53.65485762245659,30.46377866519602,6.607934488348355,2.4017367327156007,124.92085554706694,69,2.815426039617337,4530.089289998947,114,716.4670053318349,18.718663452357756,3.7699265098146766
2017,Mau Escarpment,471.99506042203046,20.546761748005462,67.30459731488182,33.71104674595263,6.505917598370699,0.7681298920586778,84.31346517325282,94,1.6500643579995933,4601.142819081834,141,574.1498376553357,22.28226992792746,3.218894348226523
2012,Tugen Hills,991.8877626490444,23.253885059056834,59.09209628954095,38.871409816811166,6.625084210592622,2.2543175850077533,169.7392780940207,85,3.562566004539108,4737.112650344505,96,769.2080549850767,19.976196809902447,5.698484503990832
2015,Lake Baringo,539.028838476624,26.131891247309518,60.16900120330036,14.464063213853693,6.578438269010386,0.5500581716722015,189.6608258078992,118,2.737143596496984,4225.427931675603,109,884.448440850209,19.67899026690118,1.5508267790905608
2014,Bomet,990.5100547433007,21.377925948052614,70.1638045870411,25.972610065999124,5.3260097124508725,0.5693976730517463,50.64999747241733,109,2.699357857581465,4131.541910102009,118,781.9364150606216,30.0,2.5961875424552754
2011,Bomet,485.29857968993946,17.816926368170105,82.4982380161245,27.026121026062558,5.587341942372288,1.8145580989946062,84.93737444014697,103,3.475816774043386,3433.4795284465445,108,759.6871019331255,30.0,3.482953651871892
2017,Tugen Hills,589.5177318311785,17.20640471672235,79.75123720579424,37.67429601342939,6.547485013222525,0.7400935730908665,115.9330019114341,105,4.726234520525306,4572.193812925822,100,1008.2511871017357,25.129712963011944,3.9292898376389047
2021,Naivasha,718.9382751957294,15.002050679514738,73.63999836343815,28.818299217895426,5.044232902841927,2.9108413062122973,134.46189325285826,63,2.434353981913976,3530.4036973166612,122,838.6949034748333,22.629223210519193,4.101943468549668
2023,Nakuru,1148.8762647241056,24.337093934756695,71.57672771013868,14.365289369359633,6.586861296808111,2.734578066625656,187.38541663881514,69,2.8285768108461546,2088.9233262099515,139,796.8507294197614,25.541253197470816,2.4538587557844855
2015,Tugen Hills,1138.5582822784422,16.444263714997877,67.0922417293796,23.090539718895677,6.66346655946258,2.124530078119712,183.78252357729403,116,4.619373775831659,3754.73111236066,144,864.4531754005272,20.76413548686121,4.375760199667047
2011,Nakuru,486.184687880059,18.169908296047225,88.90839894245545,29.642875855187516,5.5979368996541465,0.6592724270957833,145.57551492019488,98,4.63326697497261,3171.3727734303584,143,982.5047307460671,26.58505294799687,2.989402332025277
2021,Lake Baringo,622.3971371187655,18.872392309796314,72.40770216936933,31.00853296207892,6.4953320743828495,1.3120881445176629,88.60820211258269,75,2.321061744277699,3563.8938462367723,104,678.5876876531444,24.97832001387922,3.14339617002636
2014,Bomet,434.45944960839506,22.28493818177799,60.158655932488884,35.8922199577172,6.335225151809412,1.4293074947651099,167.4931714817542,117,3.972157055267071,3322.118288542285,120,966.2578076888434,24.265347578118696,4.133734528052578
2010,Bomet,758.9865713821474,20.173444604845,59.20363168160158,15.415213595331915,5.651728870382785,1.702199589571749,80.39776569308476,100,2.9544633012556982,3490.3945823339754,102,795.1505263363615,23.916777629478922,2.4030931751712292
2021,Nyahururu,714.5242956251999,23.770761896301103,74.45412123100567,38.54626440266495,6.157435029686886,0.9222571850161305,194.77584861452252,89,4.776001936571705,2325.718180454019,145,1031.065497161139,25.769038055832446,4.750291598714957
2019,Lake Nakuru,1110.684146205659,15.723302571273136,70.91310109243715,11.774182360467767,7.274061323530454,1.9437791069929897,50.8759873600997,62,4.062858590030408,2043.5996054105694,148,754.2708943402394,23.651447851745214,3.0265762982823796
2015,Iten,1137.0048400119654,16.61120952543771,50.30791211818851,39.51286403706706,6.066506951149707,1.5894266197730582,135.46557558618522,93,3.230236463694083,3020.5622079951363,137,863.4101503546093,23.13632865074083,5.243496044169992
2022,Iten,645.2106519065628,21.48974954593247,83.20261488783117,35.73301278599226,6.574610442198754,2.8682424084821463,63.25958703824416,84,4.360939720805749,2763.616624666858,108,938.7802908837186,30.0,3.5205003044622707
2021,Narok,742.5641487170905,19.380542242008787,78.16489416929738,29.80818348286514,5.088377052601736,2.840488074063048,111.1399295273032,97,4.992574886273637,2750.173144517895,95,945.1641046607797,29.310611813410603,3.2024783041712546
2018,Nakuru,1106.61262423152,18.845573715767678,76.47317158712414,32.04986500793265,5.194500283305247,1.913684888349931,145.2400310465626,101,3.0646515702873214,4811.285672362707,117,848.8221173064759,25.120287772789535,5.426075705663605
2010,Mau Escarpment,1026.0370269705554,15.871365027487796,52.75122630790636,12.180760177563894,5.203270183258296,2.110873339976338,153.43977433878746,95,2.807293424732572,4456.955115277211,111,783.1151994680876,27.49078511740808,2.8870454544317714
2020,Eldoret,303.29068021018435,26.644349271724018,64.48223400689966,11.244395886833571,6.945601909066114,0.8444911694343561,167.83542045109027,63,3.6246263458170325,2040.1125861212815,117,875.6878873879572,17.79095574929246,1.5
2020,Lake Baringo,588.0536077652242,23.99364161962566,87.41529042931145,13.052973896540966,5.875642237008631,1.0583080971004288,138.99915541471552,101,3.8907886453162166,2026.1576312235768,105,826.1967335239714,28.428541466215705,1.5724578626303771
2019,Iten,679.5968177425133,16.58103603865544,84.50356965365455,12.620794439924133,5.569029220914533,2.751788510504774,87.69790269289916,69,3.9655698343343273,4330.69977476376,139,933.8940222130857,25.417714524558757,2.3437257885996385
2021,Naivasha,506.7446553149085,15.845597450582828,61.421717514781335,26.421437004083053,6.868311421129307,2.2479148072393373,183.38798644023072,72,3.1575401487480157,4954.581742193266,122,654.2116954017768,23.43517619439021,3.800079597788373
2021,Narok,479.6144543063449,27.67334293460616,56.28235536396555,16.463319613353676,5.424900156390436,0.9735754932076939,171.66611195205314,65,2.663024736604993,3395.6190786408038,139,766.9011973237806,18.548169618352794,2.278077568178654
2023,Lake Nakuru,334.0060559361117,23.855243155713563,67.96351828674308,35.806169116201794,5.616231312675701,1.9255257651830573,74.00784765602751,66,4.376736615136463,3299.389294447168,130,954.2978910638684,25.8597978713599,3.61606455386627
2023,Cherangani Hills,879.0327525627845,20.42692892421864,64.23321514670644,23.372458692042166,6.077328608175052,2.836903126223622,173.97667763117735,87,4.853911079441338,2827.47357544217,134,1181.9660651772328,26.888114763730186,3.4727062417568337
2023,Kitale,536.2592614348491,24.122503529825202,77.28905506823963,30.86531429374825,5.8285951725365335,1.3629277654047591,195.89667738657226,118,4.523936486564894,3999.9012225463757,137,966.6729663947636,30.0,4.2314427974264985
2012,Lake Naivasha,347.11246058818176,24.832313224242068,88.65739240337278,29.586192789104796,6.463480527591611,0.9645509387977131,145.58286752118767,117,3.8882397929632724,3414.948233819179,143,1088.4042584322913,30.0,3.1795338922287324
2021,Cherangani Hills,507.8813794752573,25.13950863105413,64.52005799930245,19.5955911678913,5.84460154768712,2.8550631922727456,92.27078346708407,96,2.760525409854057,2502.5561259552715,140,920.9591430865306,25.35185896431733,2.430898561989913
2016,Cherangani Hills,1021.7225575525139,21.21240497348975,52.48896690608968,17.295027205771873,5.98237908964723,1.653163400730248,140.98907469101215,74,3.6786909402408616,3444.1239580483443,115,877.6696092832192,22.898056834070623,3.420719576020285
2013,Lake Baringo,1066.340263481892,20.588475855623024,85.9045603336954,20.273688558899053,7.157216520623715,1.5431049966569161,101.38026037224485,89,1.8540602222672053,3129.113035261656,112,715.1745774573278,19.346531423934728,3.0026229416409196
2018,Kapsabet,734.7596206739724,15.143365095495705,51.51798920959483,33.89975121549513,7.211328599070006,1.1689179994818755,151.39197059634594,99,3.368695404772095,4669.417739410168,90,761.3151547923015,20.742887390417593,3.4272251082878578
2012,Lake Elementaita,674.4636033678175,27.045242496843894,88.11063588613332,27.588305452588553,7.069277977033519,2.7289632373678607,131.71999391838102,69,4.234260201480737,4314.75983033908,118,884.5864161209272,25.89655106820041,3.7734234227619496
2014,Kapsabet,1180.0683241516035,22.843002419056262,76.5831771203616,17.60615987557526,7.162077331761582,2.614041917223938,189.42359181346268,71,2.378707013812847,4103.742327207119,97,781.9234524818131,24.729913159498764,3.9985088516305485
2012,Kabarnet,480.5081936292629,17.641001183469584,87.66756833767796,34.53539329181291,6.424321673347793,1.507475998591885,142.6862814801204,76,3.2553699413805184,2981.4806694553067,131,816.5369112449907,30.0,4.0889056181940475
2016,Narok,493.8233545691476,26.954844452478675,57.98638746595913,11.642781583309201,6.61558303687846,0.5765331997426971,82.09725255907537,107,1.7564598624517556,2418.8461458870147,128,800.0717126535459,27.158221247233403,1.5
2014,Lake Bogoria,562.6804593327597,26.894114723013853,51.6279918101523,30.975501249708863,6.392932916387352,1.6166285762653487,158.7664810012827,89,4.434739396151272,4594.036952483195,92,1037.6219116798004,11.65097792170701,2.8966073047987058
2018,Naivasha,455.4815864529786,27.85939413675925,69.52839913105967,23.173024172479327,6.9639702101323,0.9521450414501332,95.13174767913229,60,2.725811896538584,3028.242159378242,102,818.4858254478855,27.05378255980264,2.3807079144658543
2016,Nyahururu,641.4290383837679,26.362735320806724,68.02493658280501,31.938711581976648,6.37750121440361,0.856835175372203,90.85864294232064,95,3.5377275394943477,3778.869776697531,109,953.156441843073,25.925367151188002,3.303010026416579
2011,Bomet,1119.7508042907784,27.971197041660844,63.25969093019531,37.8238384073028,5.277692411376951,1.482734029738559,108.76649383617551,99,2.8248719401734617,3772.4767037525066,132,857.7813688444749,26.13332560646399,4.592181892464876
2013,Lake Elementaita,853.8130565657168,18.180920445602545,88.3062589755479,32.50102293840712,7.02395030114215,0.747692343361568,51.799501859401346,118,3.5916012825128574,4784.1592449211275,144,907.0212460867006,30.0,4.541400097680824
2018,Tugen Hills,670.7518937510373,25.949244607590042,82.90334928645728,23.25896065934147,6.901462926693841,2.893661267329162,195.37109902419203,83,4.104692861430532,2515.1709008374864,141,867.7015903152592,30.0,3.6356358059364857
2021,Bomet,1140.9697151140933,25.69936801434494,76.46328085502373,14.529270445416422,7.050751488206563,0.6188479544532045,129.84966670380476,97,2.643851108332207,4314.936388345581,94,985.9694753559052,29.394869355117837,2.961202060520745
2023,Lake Baringo,343.6178092282401,18.002224669869538,56.51433166551311,34.19052927416301,5.476073658474404,1.5034240684968179,166.02408408094405,80,3.3174148105609573,3387.7717326259262,134,927.207466244246,24.75756980746181,3.8772955032617222
2011,Kabarnet,489.24856011167526,16.27968813701288,79.37293632874099,23.821165807641147,5.679042631787418,0.9067567550792373,88.67783335668175,101,4.282060877897819,2524.2560347624776,101,1003.2012645295306,28.628559049319502,2.247704948512281
2019,Iten,809.299744591583,27.732466677808794,79.08049818798895,12.259369703713894,5.739379243158825,2.22202830382189,161.99271974504381,91,3.9074798979336482,4506.915821891026,137,848.2388700555348,30.0,2.620903798601757
2018,Kerio Valley,853.9973608738612,18.848319169767933,67.0027269446403,31.57166193330598,6.270201340464184,0.6970286230364043,135.0755753417203,117,1.6997553640941492,4460.417317814901,106,957.6941324972524,25.27836425938936,4.381941727060296
2019,Cherangani Hills,335.60175590635185,26.32159327608148,86.99143638856054,18.755558977497692,5.33469271040865,1.8670139355215858,113.62162606692536,77,3.4906558992359025,2120.54722953891,103,808.1055865506517,30.0,1.637012679059054
2014,Kerio Valley,662.7348821164189,15.053653010769851,56.67911528916042,11.466646885155557,5.963454383187169,2.432753738004844,195.6003839294693,72,2.8171678563058755,4128.320052675997,142,814.6444595426393,18.681713405476934,3.409544943823649
2011,Kapsabet,884.2385683477854,15.27332249385483,60.69350249646657,37.08253044922233,5.455395402697574,2.8751495876224267,124.07655712196087,96,3.980730513714789,2460.559658508926,115,944.8255555449911,24.360709890417365,5.121411021470686
2013,Lake Bogoria,928.2634917630614,21.056327013052787,52.52897357002534,24.4930327628173,5.661906782581841,2.2463189074235315,148.61878728345152,103,1.5583374420592402,3831.0810493696217,119,562.4848353428991,27.56858225046998,3.8238924092646385
2021,Lake Bogoria,874.3259122646424,18.103290891155826,81.8180383271035,18.428831595190648,6.765969086396068,0.7487293940864588,52.30132872348195,80,2.6570888212311705,3931.407894232631,131,842.6717997332601,30.0,3.0119101815341693
2021,Naivasha,588.5069019248322,23.967936684667535,74.87037544381589,31.491596736547347,7.1370278907932025,0.7213013742853526,95.21828097479724,77,1.802725765274873,3995.7336513016276,134,745.5379586822105,28.04387492498342,3.100398048504944
2016,Lake Elementaita,384.16811123811857,22.352336232383408,62.59761222724998,36.57707133047691,5.0572646664929595,2.328995121345165,183.30373492400997,99,4.721721677650952,2360.290587339364,121,905.791574643471,9.272272672986011,4.605271572130635
2021,Kitale,684.4012017774007,16.00731536685639,56.552546543772614,10.009212251012665,6.414742408387501,1.0383235125086716,163.84385916740283,105,4.5677484894426135,3794.9477267076936,119,1073.1834641326982,23.884061404709954,2.3633496485042684
2022,Narok,415.87899363124995,17.114167852104323,51.60591080114961,30.635565551264612,5.0901494051556675,1.618098271583122,130.51310542634747,106,4.888310380874042,2299.5896343854506,101,935.5647764458209,20.045501115286214,4.330709974801358
2017,Nakuru,1152.8612926686005,20.044640510759386,56.669822745037465,33.010350820552645,5.2131231125288755,2.941552753378397,185.0239560669928,85,3.752139032676261,4236.662561484171,125,878.022362811324,16.63587289157976,4.989255834981123
2012,Kitale,727.6537794203655,17.41285283142063,68.13138585350633,16.297822818384788,6.7627100865352725,2.549766996009689,122.93307698113337,64,4.324671022799614,2191.233897786693,108,880.7421287003236,25.103898082066586,2.778393698540656
2023,Lake Elementaita,585.5332569211807,25.29889051417107,59.887078760424245,24.688714942305232,6.839020266255291,2.6164833932505016,134.97605962816635,64,3.6415406319982653,4273.433103301987,133,951.13231130261,22.654309110192283,2.6515433718849493
2010,Kabarnet,989.6736640070101,20.40891306219264,60.35928709727867,12.678576967538074,7.034951682931997,2.651924761820197,107.32292707963184,90,3.222153319602227,4650.477212257625,114,909.4689564724603,23.1376819547818,3.0206525446543893
2013,Naivasha,748.1537333240375,16.21461426895249,85.02305466670857,32.402496475460424,6.185603779425763,2.048863350303895,143.00600550843262,87,4.418371586223383,2895.6249273406943,122,864.7357416326946,30.0,3.7979741618435563
2011,Eldoret,579.0306216112051,21.29645772953762,70.60550693844402,35.42368055690058,7.149518705040471,2.3598348096561956,97.85022963813107,108,4.2165817571005935,4334.875954401707,131,906.8444365032,25.12482139305438,3.727007724589105
2017,Nyahururu,1030.7709681517215,16.180896353798385,79.17007892513658,13.245599719739818,5.4170957291040605,1.397402286585718,107.82382663135358,72,4.066468829016463,3252.563627937716,110,878.307730555777,27.524645300342765,2.2889419951060916
2013,Naivasha,1080.4369359010097,16.676184970457623,51.428437961125724,34.493807602985044,5.6242910340875065,2.996115566432127,194.9489394810903,108,4.628688228378804,4393.140820397851,147,1072.480852318258,18.663102749467967,5.769107335503542
2011,Kitale,905.7073496598093,18.11492781636667,64.60653422712114,33.147105114536004,5.336255369004928,1.1990554241366125,66.69630196993852,70,4.750604614670745,4058.757108990867,91,932.7640951983094,25.6039097789688,4.253070632648983
2023,Eldoret,342.26798016690054,26.173860168217367,69.16677389581767,20.40739961112692,6.9938431514546915,1.9750185082587988,65.78830178690615,60,3.058505555213527,2867.4215369159256,126,818.3448756367723,28.458670702653265,1.8009742234832709
2015,Mau Escarpment,809.690592149879,27.019962920328634,57.456674208407385,30.7086858980075,5.571687795966548,1.2051541958029834,56.49740291825236,83,2.489874573629403,2581.2009765894263,110,760.1016989798734,28.68207088714207,2.9067357416973243
2015,Bomet,986.9654207975534,25.7413504813169,54.80766165782155,10.001443716829353,5.388778106895739,0.780177626400183,98.00667796404014,72,3.2912494228582103,4744.226408394541,115,826.2729933858284,24.0886716210151,2.511924489164899
2019,Lake Baringo,422.852710875224,19.343003826432014,84.8121511399937,37.95392963397995,6.557776718970141,1.9189645371091917,109.73438637018864,117,1.8257316941059034,4516.937511892265,121,903.3880608460265,30.0,3.4226424819488206
2013,Narok,505.803676246143,18.541803734414813,87.57726508399186,26.511497059251184,5.192705065901686,1.3833716771653495,64.17734661043194,77,4.783561615337723,3979.706055068278,116,942.6908175110849,30.0,2.3854292376920982
2015,Iten,1094.2455945613228,22.13902398027311,53.152267921816296,28.610165921859984,5.112250693050432,1.9580481688084692,132.36964930502444,83,4.943486626734761,3048.114854588149,106,1006.1433238554351,21.71014462234984,4.636591838880864
2022,Kericho,318.10954966776666,24.38409108693046,63.96074850169772,29.93978240617296,5.266794121381147,1.896696191662482,137.49522935823035,88,3.7844670131911053,3531.378150477495,93,951.4081585815115,20.557373631871844,3.3769158551744716
2011,Narok,977.4544240433784,27.913846246082272,88.33142512577895,26.841070516551003,5.000602209967919,1.855641822858904,162.6540040419992,87,4.111565932405911,3673.5923926711175,128,904.9071669711523,30.0,4.244466808895184
2019,Nyahururu,726.3959632629806,16.71041925442604,53.326469325298596,35.70291662618389,6.7424753855544814,0.8082528051163236,196.39521749237022,97,2.632852194526385,2258.209853396236,104,744.8914285783874,28.78924054346914,6.0
2021,Kabarnet,702.0949429556462,15.640795987309458,75.74565491514905,28.29105496454632,6.405588304286196,1.6004519358758926,142.90283709385994,104,4.5319361018635345,4916.701597267782,122,1030.453388492423,30.0,4.053634905002943
2011,Kapsabet,306.38687924539846,24.026626556938524,88.88885483868023,37.23279973721418,5.5246877725943095,2.5300098484969795,66.74762100214181,112,4.6510588801444595,2275.457627139818,149,1090.0785409455434,30.0,2.9429744279192565
2019,Kapsabet,1037.4584078698435,25.81893518555077,89.12894674325499,27.46994866702027,5.58251236994399,1.2878587388615896,63.27863648686742,81,1.7691578807219388,4165.050977593346,103,840.9268091122194,22.519858824959773,3.3114552980817122
2023,Kericho,623.8424105729098,26.0025341382635,68.84893323614973,15.133672659416998,7.0274214961751,1.609578763230163,166.63202954755567,79,1.9600535382090902,3478.404967800937,115,709.1297069828375,15.827826677515793,1.516536491374998
2013,Bomet,786.6890681704886,23.820026138003087,56.50996431129522,37.40687667517909,6.254550289650751,1.73457897580067,147.55011928038903,119,2.4129852759004065,4279.636190898405,136,713.850315435353,19.529687754669233,4.741567287853693
2023,Kitale,909.5706177020935,27.40220545354943,58.08337259909756,30.448824950793302,6.746320892704349,2.656828281479362,74.28715920598427,70,3.9628606549834444,2782.790948033881,91,847.6979229561971,24.797880969936095,4.202278995298892
2017,Cherangani Hills,932.3666187941242,21.643061926079632,85.58405580497578,30.977169833066686,6.131888628187289,2.138999423065047,88.00399590253011,110,2.1417763547075648,3185.3310669858465,109,900.2871544579559,28.80208735499227,3.72028039856651
2023,Lake Elementaita,1160.3820529434652,26.879592378370763,86.46732017318944,39.564452517148055,5.5942950650519805,0.750506337093285,162.53605809387773,118,2.2702803468028296,3576.5043629459274,115,808.7027633867209,29.941409495728543,5.932197433996806
2016,Naivasha,778.2059579129482,27.5815577808898,74.31518575494219,12.255896626287374,7.4260070017072675,2.662927464512553,134.923367270847,79,2.836522458419285,2362.2024641888643,91,734.639206267178,19.89575773392979,1.823436969670163
2021,Lake Naivasha,659.7475958769849,26.0130469410404,80.64705597879646,22.857778212855138,6.4141189084384935,2.580164938705225,137.75000937538084,100,3.6407272505645567,4555.512109555664,137,837.8027264772203,26.15816079039881,2.66024263625328
2018,Kericho,1158.3332638425372,19.026861322362066,79.59725005881633,17.172861789598457,5.327454759419781,2.3841149514979385,81.50130069318644,72,4.917082776784648,4974.612568257111,91,910.6320393803063,24.436020974876143,2.822879149628407
2023,Cherangani Hills,877.899211522969,17.55080346521384,76.47286391956428,28.912793941409713,6.015225105459767,1.665145045797094,144.3586972486567,106,4.243631428677711,3252.762706376188,137,960.6270496601178,23.65845396345746,3.50498136212172
2017,Naivasha,568.3353206489,22.12556084476364,83.09107819487755,34.20435051244216,5.823343529867252,2.393863458714517,165.5942893110883,83,3.4540623085546835,3130.4492735444064,106,928.224501760694,26.247972010479696,4.9101820379848204
2014,Lake Elementaita,413.817820863214,20.889191754942452,77.41626492161285,38.98932126677238,5.535218671471304,1.696855156606893,182.78783381957703,102,1.6728517609521396,3782.2418609013157,107,864.3570318902119,22.743194923900806,4.733442276383578
2022,Iten,1058.2990513186633,26.41085844850553,71.36009222989998,23.637883208641604,7.3335999731006485,2.3415588358179074,160.50759872270737,83,3.308939698231506,4066.0060417873083,140,973.9402816938368,14.425726399707742,4.216144309659565
2011,Narok,625.9634425147365,16.300411723872998,59.47825450352627,33.58654691927813,7.202299988649381,2.7002754124313406,136.45634765135242,107,2.214298163716289,4605.729237212387,137,769.667166841335,29.901343811144926,3.8739996111282786
2014,Lake Baringo,894.422749227988,18.350620797049743,79.75552576474476,37.51154776121139,5.497867791300291,2.726353962826492,150.98889608701654,76,2.550241677309076,3118.6730100336927,93,717.4846961112507,28.343083426265057,5.4132953823822145
2017,Tugen Hills,723.7347774293083,24.77338627874321,68.93751471353099,30.499762976076543,5.880369722638791,1.6364464354686366,122.76671937708166,64,2.3780124061546912,4294.481822145632,106,810.3570420823246,22.245043633855836,3.4007619469441503
2019,Narok,479.03680181553455,16.23482638470506,61.79166736030037,17.281976573493136,6.905788479177054,2.648356698380073,84.03473646764337,113,2.716068438912677,2720.2421128456253,122,641.702077011678,22.820285363696684,2.0470094144426603
2018,Kerio Valley,841.5179477584186,19.169937382282104,82.07785102967102,28.235624533233743,5.521265120350539,0.7536434512692829,182.3310459157903,89,1.7179092319700418,4041.34395800737,112,630.0813005528253,30.0,4.863466072364952
2021,Cherangani Hills,354.6147620556141,20.03302012270178,77.86854401412114,39.0985614345156,6.478912156510611,0.7545485437169526,129.89339497511378,73,3.518932317656261,3400.2356609567605,142,945.8278844792403,28.927451949818664,3.5401735890337545
2021,Lake Bogoria,672.008213884073,23.09371935531497,87.493582524988,39.62661486584696,6.7494848553120415,1.8706673671687,139.14774667208525,74,1.6601356560658127,3985.041663643344,102,784.4433381482298,27.573019454024664,4.010465755284677
2021,Kerio Valley,791.953445697304,17.05572439435174,56.61766560075511,29.270794711503346,6.634930814276916,2.1296115461406724,198.5163370629774,68,3.8120423983689453,3139.422907060278,96,1040.3854395460717,26.952121578769784,4.041288322510953
2022,Lake Elementaita,692.4422767067211,26.187858374546224,75.96757138545973,36.60963273615968,6.7660216006887515,0.8824844399460068,197.75235174089607,73,4.057808161225966,2883.0179910090255,147,924.8813703344503,24.817479298875295,4.5333430894881
2018,Naivasha,973.8049577258918,20.818049061061565,59.76957872352704,16.010480915458082,6.766748972571907,1.6804501120149824,137.94664774999057,69,3.201224145299006,3457.9704445896386,130,978.5045982374547,21.767539722218565,4.208059133139904
2022,Kapsabet,1045.1324590907811,26.921282254447235,86.14331941206567,17.382358148566503,7.412014799622321,0.7359066695398077,55.093589302619925,117,4.234399899763864,4685.308144169519,135,933.7840755947228,30.0,2.326183048485145
2022,Kerio Valley,994.1187666298603,21.08230887724111,53.979976570264625,38.58662838654579,5.866247223800799,2.005248713883276,109.4221307067265,81,4.8858674466731955,4024.556135313497,90,976.0294466821301,30.0,4.139610814798086
2010,Kabarnet,334.9316530306219,18.575523366229532,76.24647225779509,14.057061264844236,7.196476060939599,2.63773509188212,190.59399200763337,90,2.6901841379101015,3834.971869399001,129,837.2579171895115,30.0,2.2351817470543938
2018,Mau Escarpment,474.71589340137496,16.843774772939774,81.6434288611212,15.733193142804367,5.054517656287767,2.3440974400488095,93.24598885640138,72,3.666174234441581,4159.5956728180145,131,1010.868674842962,26.14924465045859,1.9515932634687028
2016,Kerio Valley,782.9467583373969,15.048686231246702,64.19671361458829,22.616457973601552,5.720507408308208,1.445728881073178,199.89030277944738,76,2.633061100699093,4187.335032549894,120,888.878811428008,22.13293597307976,4.14059905076959
2018,Nyahururu,1141.339836399421,21.91804730480286,88.16552317535238,27.68752863260051,5.121639454997829,2.984484491592804,62.64762902848287,60,3.0518495476010434,2884.232206469005,125,933.5296445447734,27.552875159334995,3.966536809616582
