Year,Latitude,Longitude,Rainfall (mm),Avg_Temperature (°C),Humidity (%),Soil_Moisture (%),Soil_pH,Organic_Carbon (%),Fertilizer (kg/ha),Planting_Date,Prev_Yield (tons/ha),Market_Price (KES/ton),Days_to_Harvest,Yield (tons/ha)
2021,0.15687734187798164,35.996069478683175,728.2171334951408,24.56094427178048,71.20942770903565,20.776285974685436,7.062559882627958,1.8052529630157486,102.0292969253277,110,3.803920054658932,2195.2494611429347,122,2.557301119503027
2014,-1.3396264863757734,34.777919810497835,888.2086374129918,22.168258173776707,58.58590195080792,26.581956117686175,5.916401186424032,2.7848894359715994,133.29862542692888,106,2.9365962832319292,3003.42044746383,144,3.6915355207281046
2020,-0.5463222445337512,35.00482762595312,431.2822142585065,19.06885937242039,53.76769828332549,17.159490706985615,5.463627846763028,2.125776929738965,156.7892655672602,85,4.574588063237655,3865.1614434058865,111,3.2013895241310797
2019,-0.23981374627667318,35.96355219007535,466.7009977478441,17.087629319400637,71.27884068257569,29.060853022851447,6.688834107621178,1.029741397234931,56.001022036070445,115,1.7234561345264348,3912.821596887159,125,2.799257559305189
2019,0.15730581223657847,34.82946801777545,484.00173035909665,26.64648988187811,79.87306024596376,35.6128901237456,5.196902259089098,0.912021621867591,124.43256645542232,105,2.669902097579637,4547.218960401924,107,3.3910682517107955
2023,0.06693912009853542,35.20271186930985,514.8307242290806,22.74092127520199,66.49090089897518,16.72201140745637,6.059386888847021,1.4309608447907303,179.29578412729694,90,3.301074697984155,3138.181898190581,117,2.681947544581689
2016,-0.9458615005732007,35.029732515627146,503.89846367366215,25.72413988933033,76.8042979737774,25.236316475668673,5.214655803850078,1.367316350642433,118.27498792104925,98,1.6885646031197064,4809.866407964029,102,2.2413260304646903
2007,0.38176033911840856,35.19972338844496,655.6341976478731,22.089484792020084,69.588770153638,29.46069353649666,6.494774188321907,1.5178295621562756,128.18633164261615,100,2.0105057355468645,2489.705803962764,107,3.68977579807611
2009,-1.2513083171382593,35.91664809815594,888.4106857530506,17.859702048502253,67.48343463837705,26.938783936402483,5.068020959524075,0.9589776757611053,123.01877610750141,71,4.632666410288698,2149.597495342658,112,4.245601310068933
2023,0.25026723724230426,35.2356943622856,694.2286048210227,19.388134570304228,61.61026561743442,20.96948338576678,6.573095939085779,2.945556675066223,108.46893777251155,76,2.128690959482612,2530.0733362397386,124,3.1553646620212836
2011,0.4418804992092371,35.61052664521588,998.3765178748994,19.960004952156105,65.30374058004018,29.26599124017245,6.683013933223491,0.8642744321718222,66.51792858850587,77,4.725799154047214,3386.969452784905,107,3.7253243425415645
2013,-1.1456929535547489,34.69986375410882,947.3416553537534,27.64815256254813,63.99182523177711,10.847386186302288,6.217861186562878,2.1316219355608026,68.953432352379,61,1.8362452158841103,4468.725453884428,99,2.2152425005449947
2011,-0.05586787159242945,36.11003538646926,413.8742226441681,15.073232618957972,75.84748736059527,21.09718695989299,5.43751832324403,0.5326730876614745,76.86338626065401,108,4.6087523764466365,2461.5090229422453,140,2.106202267705501
2022,-1.419428962444003,35.239777251296246,343.95746098866954,27.81365829931859,54.640740451165584,25.978366439230093,5.253484846568018,1.5174025957975328,168.88469613464824,83,3.087990694879103,3644.559380176719,147,2.9474524968836584
2008,-0.6891543497216901,35.797068318066685,1090.1474075996455,27.746001256427796,53.70545474751224,10.61839476507594,5.783230870342508,1.2729584977375907,91.29984508425699,87,3.506428882022449,4329.774225280496,91,2.96433851147003
2018,-0.46743340160465197,35.95077920332366,371.8479599065861,27.949960276891776,76.40051976833841,25.229464890528995,6.163016699000031,1.4550615943485463,192.2185672663116,111,2.4856780613056078,2104.5848475595203,103,2.9442286453867768
2022,-0.33870954818073185,34.919321844223404,433.5052626477418,21.195646325955252,71.85192279515523,29.62763382296885,6.605520792112111,1.745193361932784,171.52552498049437,98,2.4566889749559113,2124.560107621717,121,3.961948236537498
2013,0.371874496497119,36.2693499699067,319.9199480023062,27.529516605072995,67.2080038697063,32.77623093139135,5.003125318796249,2.0009375038107944,152.68110022980218,69,3.222467068029229,3471.7735631150244,148,3.650725296060591
2006,-0.15549862541161064,35.7324485032139,865.5027287687884,20.142789364047754,56.097715376316145,13.401222442282911,6.777659798088408,1.95877836198575,158.05904440936104,106,2.7453255764939497,2547.9388384105914,119,2.6151751817557845
2019,-0.537444097561526,35.35745028350296,824.1335068425137,15.341827728689028,66.44108447477245,39.71694624675085,6.781779830313191,2.0767841753027825,57.144831301752674,92,1.7719371650881062,3351.706986824326,108,4.76649704711684
2011,0.11935007253177865,34.86467036715644,1188.2132997917302,17.91651342283294,81.58927053280047,28.185031040052866,6.11134451623125,2.6113692063844764,135.2584050479818,83,2.7378913326980108,2131.8064695049584,94,4.3223811034005895
2016,0.4010656419088179,36.38460187580241,1098.2391566854549,27.288851184186,85.58484943157028,20.8958137783699,5.85851611436988,2.716792889036628,191.15853648825947,70,2.391471656886667,4930.611950825148,147,4.189765158230224
2012,-1.4558677026354183,36.01013640826325,669.7588597328188,15.1789410133602,78.1030627985688,17.472785633701413,7.105771411675897,2.3431257514019936,55.86652750887634,67,4.473738255453561,3962.5665628518327,137,2.091456392668384
2019,0.4650425445120774,34.9160491254665,634.4272568212815,22.097923760498674,52.39648703523523,27.186905850502438,6.96146870507807,0.69735560731101,93.65247777703102,86,4.4348493044111,4060.087996048274,121,3.2237633235785768
2007,-1.3277357218726393,35.17542154944845,567.1668308519866,15.982820655630828,76.81639106404475,36.451349414997125,7.45819022129431,2.903230978774836,57.7267238200903,85,1.995178038545848,3529.1860916170017,147,3.826817000764329
2018,0.1287735585375227,36.119348516176146,437.16622803409325,18.72315551955852,59.63942358185179,25.616961884240943,5.9298270133473805,2.8684952158676156,135.4612366799248,71,4.055241964980915,4474.730542456421,99,3.2542954751395756
2021,-0.939330494897175,35.89135532643068,424.2752909418082,16.145207059254528,62.6100497210562,29.844161668148807,7.267081512142746,2.2792594863633844,67.43009407557935,94,3.077935916936294,4500.223354993414,94,3.1871568425976213
2008,-1.2356406844922565,36.03156858543145,419.0553372086449,26.173872074469735,57.83492831839938,20.730893186216804,5.218504714732381,1.7935976785048096,121.88752343365988,116,4.539772557808005,2477.2720144076434,103,2.063521546283409
2022,-0.6202887205723302,35.382402204425865,402.7032814681007,22.683919225420176,81.03023162480818,21.644568642669178,6.028665165627131,1.1265458958397305,157.9924155181317,74,2.45896158699645,4305.186096101219,128,2.1943606138018854
2012,-0.21208684110477294,35.932952525284335,516.4608381649832,26.727384054338067,75.94408490549117,18.585253173156758,6.163435296871647,2.39087784874719,74.66578024032013,80,1.8084084443633495,3700.024495696051,131,1.9778268212735302
2008,-0.73809630995305,35.27298744572783,576.0017672818049,23.948591594022968,74.47340218396724,31.169118831047193,6.102185790508646,2.694650446790723,163.30466556174062,96,4.301739404476908,4287.155214574876,132,4.422808657449177
2006,-1.390869183434602,34.92252583387639,1165.4210739350242,27.623378706186294,76.71890438677104,20.77562660249695,6.562745471077809,2.1629690022248447,59.0306692924848,119,4.539254090239762,4756.098654108906,108,3.272174780852557
2010,-0.3010777206825668,35.76535406968272,820.6259259016972,21.628409511885287,59.470890456156134,15.721492121237176,5.425519597095422,2.072681582154427,72.44367203854951,89,4.441788981659628,3005.288520100953,100,2.591664952095819
2014,0.30480655222134945,36.45202785119759,1188.8361970619528,23.303237562917367,67.78577657301446,21.08201713498714,7.16613042931563,0.9825117614264653,92.01655447733353,64,2.6525486623300365,3712.7346235930504,124,3.1765592171866253
2008,-0.7335692681054966,35.12120194279066,635.2202530431059,22.492014658557736,75.33014886195957,35.61481623498268,6.379410046349099,1.394491307235474,169.41486011181308,76,1.6080285290166496,4362.448735080917,128,4.4702012566560585
2022,-1.067334444738346,35.42193918442508,711.863969330497,21.295385582805967,75.46376110473201,32.147561307307704,7.260523870033161,2.30784055508128,177.52053336851014,85,1.988654354909864,4960.30577570977,135,3.9562018559329437
2016,-0.6148453081343692,35.848002742139705,592.1207932487512,25.997471750499166,81.67407451020523,20.039225333906916,5.006579110053712,0.5422468471280585,83.05697215493556,93,4.717791049386499,3837.728828923825,127,1.9849841380048292
2006,-1.4032745779024383,35.583012564244974,464.59888580689744,23.378826763714684,61.484158667524426,37.20426894510107,6.574970283982491,2.1031606929722155,64.36757382882442,92,2.774242210657368,4163.68403716508,111,3.5621629827369206
2014,0.14097516896054962,36.1868555914181,428.8482369998212,25.417059443121147,80.8134448678729,12.244979053524009,6.031144617137082,2.41667575252562,177.19306735208772,77,4.5807291505233145,4539.0351718644415,141,1.5
2008,0.1526816219003735,36.02348541293903,1150.5712780270487,25.22273117583137,67.60737922467743,11.492613742409297,6.262747654373644,1.3367612156769542,147.40511562831605,84,4.932845985479301,4253.8439432934065,148,3.8488951580304476
2018,-0.32399907314074317,34.61659440772471,1188.1296136188803,17.48358708851884,76.80690768235739,13.824110643557237,6.859511276950713,0.6904194230019727,73.6783154598022,100,2.8849980909231876,4826.996057364699,134,2.2575509049888103
2020,-0.793794222123221,36.49684246784755,340.4185468578584,23.452125922729365,68.22877520261147,13.493642675758093,5.567879370841724,2.5477984472099964,133.6575177726129,89,4.2175611596884,2689.127914653768,135,2.801605786504282
2019,0.0995667288915667,36.00480490743893,435.3112872585899,17.595424249357343,87.94440679163773,12.635029450370215,5.51224858803597,0.8545920737125569,180.85571493283024,96,2.091900600998331,4723.3873262631,119,2.0650614816605515
2012,-0.39062595042326564,36.227806632588226,681.1716830709204,22.583166217169023,57.17209058966578,29.84027835993977,6.757519544342857,1.427002764924434,60.42724130776445,79,2.8431207446828655,2621.3172388377106,141,2.6898776863936464
2018,0.1518646171000324,35.80239542419069,467.70012870996663,23.80665089780191,77.00020354329428,28.025271389662716,6.30341439736045,2.2681352626694498,62.558185047242034,104,3.968138765658215,3695.3839047169577,119,2.4304667209465176
2012,-0.23708241483395875,36.21257025609353,627.492354264195,27.96405593063863,73.06140003072636,29.42816531745144,5.584097745154226,2.542464969128584,91.04116409938521,61,2.2248862719444045,3568.6894392856098,136,2.8499950982456075
2020,0.0688109464255946,34.72476594985742,416.18671487367004,15.397045715946598,56.90924163790979,30.6509816248609,6.210046586673538,2.6559547962212897,147.8393488397985,113,2.619285765836379,4493.995119047146,139,3.4885427678389487
2017,-0.30287401356448007,35.19547567111863,710.8605810496113,16.18615112347837,52.640253432466714,32.70639257442039,6.148896014442899,1.8260429790277888,76.70127642058978,72,3.4733958059548615,3195.6416696889255,100,3.607809406925931
2022,-0.6717178635686676,36.25284188720899,544.5251545523333,16.00134705282601,81.96577555886654,16.215307824592312,6.728611068538279,1.689679241139664,172.45508064757468,116,3.919240844485269,2429.5485830851817,111,3.0214963767423586
2019,0.41589171985227513,34.903310422533785,616.7145501827947,20.17869672146762,56.298053345850605,28.669105397043996,5.006652759048198,2.6207931925450745,162.56452651924403,99,2.7490760040513873,4120.387052179879,99,3.429761660940958
2017,-0.4177723502423105,34.65648419716005,384.8813863164728,25.680648699315576,57.46026731143104,27.401459780091198,6.4669006644287075,1.9076927376186779,134.15072804419708,101,2.818814147865603,3819.895997053749,132,3.350571535762255
2013,-0.28982096291892323,36.076237879890435,685.3152456391275,25.972732326232766,89.13736895956157,38.30980077410421,6.514195376280689,1.9466268210380777,67.41015565555148,79,1.8845387458473948,4481.204743031814,108,4.445634697394
2019,-1.0590247211705015,36.17097231128659,1184.931849865413,24.580734744374972,78.69043405906524,16.971031727189455,6.8637753429698,1.5849334199845018,198.23297424682966,65,4.944217231545062,4275.892278681236,143,2.9472519556014936
2017,-0.24869842114544705,34.8253044363798,595.9497421930713,26.65941714378932,60.0194736640489,11.761688031229943,7.223076165088623,1.432034929802599,123.50504443442374,70,3.642826454199649,4684.475641921388,104,2.801093563721203
2005,-0.3567847010341123,36.20869196556543,1088.7863473581915,19.19717927420288,73.63795840606406,29.604852091436296,6.100474492779222,1.7013521432245726,117.81097218009194,105,3.356146479223305,4517.352747999748,149,4.739370919990866
2011,-1.13032320410595,35.87353559119434,1058.8792274613165,16.14601037527989,71.36447353610053,32.20518520710135,5.856300560772211,1.412118734240318,199.33536195009734,84,2.2397364749162767,4058.1089213423143,124,5.4047291462317215
2013,-1.3808258052937126,35.540165366433165,1156.8525764674896,15.755989363868052,83.7789307005539,18.49588017422652,5.255800943778215,1.3588661249230964,179.58023952070042,101,3.208106073296577,3397.122032014354,124,3.9042757593354067
2005,-0.29128136057045784,36.16050038556277,1011.098561040385,26.077725355052024,79.17282991330498,27.125452928190068,5.8420896122330825,2.9841608550197347,118.4551601047222,69,3.065589046752332,2061.0929801677935,90,3.895000752066303
2016,0.02738453870064106,35.33849849863793,893.6371443529334,24.495671826597984,83.26884501972742,11.786081966024518,5.17121166111102,1.3405337351796203,112.82044789044082,90,2.404956589218207,2922.7808467948694,136,2.797790555169824
2012,-0.45319725815598355,34.887987912446796,1070.9259998047119,24.081998978144572,58.4602635190945,38.80134523504867,7.0070505133536365,1.140959368831668,64.38640738504792,102,3.0619607001549745,4182.567015717383,134,5.71999569703473
2015,-1.0464547493607086,35.069705353221224,368.08021259161467,19.415792401093697,75.60876817468021,13.297749198975058,7.017515369614591,1.3848102246065666,188.97676195836195,63,2.2123558473047074,2178.50908215173,136,3.539289879320058
2023,-0.16695604661393015,35.51032803658663,716.547591478927,19.93876745203694,51.60963433673521,12.027116084559871,6.043094143236946,1.9769533515902653,176.5662271578797,84,3.9857879783424446,4269.783976510518,142,2.0383929153256766
2021,-1.3397885467807955,35.562661585346355,1190.330614753553,27.45547587569115,52.757624491168805,11.323304784838571,5.649103084691227,2.7774762165579125,96.50037393198663,87,4.680747974599937,3549.1506492734106,107,2.491365865888505
2012,-0.6163325903960908,36.111161652882465,992.640136165259,15.829461673273155,78.54108130818389,22.818157195100582,5.29505018863068,2.4696606254944027,162.99819313531657,83,1.5090614317197815,4603.357451052696,115,4.222032435696831
2007,-1.1732664832031596,36.08270544730467,1165.8678402335008,25.058512580191305,50.97680410575725,12.9147923037157,7.128092915054616,2.6056028476892537,164.40941394108864,94,3.446897484198926,3979.44817936458,149,3.987508653831256
2007,-1.1310818978802333,35.66273311440915,1001.6709205201312,19.02523320820911,73.19060035602037,32.339447228667254,7.193738195963514,2.647521526709644,84.18660758399224,100,4.063117617925428,4395.325573442338,107,4.166286076524025
2005,-1.0954121016835927,36.061570966730955,1087.3937706979298,15.507710039363229,83.6162039377812,36.96622481879217,5.665724036474535,2.8013209911171684,142.04832049080247,119,4.675185298812987,2514.5144637656604,130,4.94763444214677
2009,-0.7265858859120442,34.88354691658734,935.8766690728719,24.65341143965193,65.19767233672114,17.80656796974571,6.554401371169409,1.0876780822721996,88.25432051183171,64,2.754472396096078,2518.7424934161236,107,2.7122277908297043
2014,-1.3976995887592047,34.60012905418659,984.4518039755159,19.30185451381887,51.79361747359651,28.863193577541967,5.646634161975972,1.645915077593589,168.48290779038672,92,4.675031383088751,2633.273365600092,132,4.3331366224066645
2011,-0.7044131181418036,36.2472676452694,770.8602088555506,24.387917743656356,78.55389798514906,11.270153410354533,5.562816567858947,1.4629941664411161,73.0714553724371,70,4.389434183482011,2999.9353013181535,107,2.29582009795216
2013,-0.4765851057705983,34.65110898752554,1131.8139307327197,24.19950698053556,87.18745809856603,21.596934150783863,5.053020126578538,1.4546924865337512,150.3358998030916,67,3.338251215232284,4713.282841102076,121,5.025347489051135
2011,-0.5334114300673496,34.993376859487995,1042.5350195610254,21.952229380630495,78.68685568233072,18.788263402831852,6.442898543965156,2.130709129255462,98.90175674776418,80,2.3993006023772327,4322.92241434873,127,3.624749860385041
2013,-0.7344317991939189,35.890637899248766,1059.4964690990691,25.105850679737134,73.13788972011102,16.858572893210763,5.374853857963893,1.5045076507943584,55.42730863029027,91,3.7848575087123666,3093.929022231517,147,3.018671237693658
2012,0.17829321614150495,35.31889587525462,905.7081908667471,22.553498214226167,59.201153195162405,29.341704688860972,5.0309279571673295,2.0408257647930093,68.55569663163396,64,2.41195458707979,4755.442956602755,116,4.1422022881767075
2016,-1.2093466151589918,36.252627939831015,574.1219523785242,18.72627908702739,50.61502496177988,13.90683839075609,5.262127910842043,1.4556984093195195,148.2348707275391,93,2.7209629594053544,4336.777779026936,138,2.7534682831996364
2006,-0.48860651243725206,35.095959589324536,332.0668158511254,24.543498913837446,77.78688433916213,35.82131569890965,5.784422978969534,1.2778204568110576,85.98714548329735,68,3.1344621690448218,3968.1722966145535,145,2.9549105276384875
2005,-1.3759171660868914,34.52374269333872,1142.08961646859,22.658817606410405,59.24104703377172,29.94507719106204,6.672907975279279,1.382692946107952,144.65530588770073,97,3.2429149048068093,3309.7002522414587,118,4.3790379131500305
2020,-1.3576886422441805,35.10131128112149,827.5083139249472,15.165454661968967,84.3265070872943,31.32205536064174,5.506557633330313,2.5093926400343993,112.22332490019303,102,2.1620147290941496,3954.9797120030444,138,4.769323107267485
2009,-0.3522683006458074,35.656150098369665,568.3286740333263,26.721374311014024,68.65456475330446,38.06032925973004,7.21897640632918,2.0026275905722275,153.907019581437,91,3.92830795130814,3779.6871837260287,130,4.341127281666427
2007,-0.3679631502243581,35.25187675080659,434.221597062784,22.093367038216073,71.22542329489825,38.27118614507544,5.721221025957375,2.934994332541536,123.94229332782201,69,4.9717065538751175,4345.597758469568,109,3.490514456953192
2016,0.25606702568891393,35.56974551151751,1046.5708489506792,26.292154451233912,80.15746177065466,26.549569714577075,5.828065723559125,2.5816405659493316,96.28206457417565,71,2.353546497241955,2676.738594792043,149,4.274875917795725
2012,-0.38425264867985365,36.25319623767004,1052.8681750028209,26.47557890676918,81.17722431213373,24.861394518579413,5.544942949879943,1.7144515208351028,71.87287697864028,94,3.4408894904783733,4656.73331043328,124,2.8709809208184565
2007,0.4195820408097004,36.32497010846074,1033.0571713174784,20.784566537556152,75.70603332322273,20.061448246807302,5.634513342679596,1.1059408377351896,101.16473786319203,98,3.0915044689268183,3775.609912672492,112,2.7162892673008385
2005,-1.4026103032001405,35.031948129308226,880.5744227701076,21.599579953866,87.53727261650971,31.467148306074048,5.1853377863828545,2.1847727786378632,145.23411168901296,77,2.577226104327335,4420.275677155244,145,3.87312385770717
2007,-1.3039846304385179,35.4242809465398,629.4138488326882,20.404807039782824,89.29193745281677,26.146266609394388,5.7369264467904735,2.316615068279839,161.0710257796153,82,2.9692308608037328,3041.908309597632,101,3.816997183690428
2009,-1.4118682768592372,35.598288030482905,573.6632563022313,20.842678079004592,87.87541777498467,37.98625239220374,7.149043649001557,1.6604399494798976,74.05095122599859,71,4.064528607439502,3175.742732909938,142,4.268241571901054
2019,-1.12944629933292,36.398224913776495,307.69929310635314,26.63691306663246,82.96716741375775,17.158778461378162,6.721061353489033,1.0748053310267267,149.64086133321757,90,2.951588453178439,4811.86443409093,124,2.1670138747945034
2018,-0.4174597781166438,36.49723463832877,1050.2468028194162,25.245872181582843,78.22500880977006,19.30758058751472,7.188170509664041,1.893095794658163,76.89192644772685,70,3.2736683678795417,3865.8652773182625,125,2.6275971250810812
2007,-0.208855637145144,34.97081449768305,378.6894277442782,16.644833792102514,76.5330343152667,19.482713422599062,5.262147535948392,1.1345731308986167,83.27290152349752,93,3.170337786713711,2953.2116632430243,131,1.8063300673821172
2005,-1.4088296841026624,35.95395974269163,867.6794982366908,22.934001160021246,54.15000707682135,34.179953636701214,6.139041577105398,2.849995794076094,129.69758604200226,86,3.443305825471236,2246.4727430759863,143,4.742464254950516
2009,0.3919417796911986,35.25606212446639,753.6674521560795,27.94678632502245,60.8593738727645,12.97120995526457,5.573137182450288,2.0722106200842987,93.3803452964112,80,2.5191719274286086,3303.0584750334065,117,1.9092700173732189
2018,0.1843307533007621,34.516216393772424,774.020423033716,22.742159116022314,50.22752894117508,23.66947362966939,6.80303897639037,1.229827404173037,149.23931618547297,69,3.283956658766887,4547.24846768247,126,3.6359140115339157
2011,-0.9067750356858137,34.5185050448718,1134.041560776996,25.216331132710373,55.49639480935967,22.82742210919142,7.4255945618147265,1.0393267208363115,193.36649363623076,72,1.9719443861772437,2754.2954187089363,109,4.150376730044771
2013,-1.345624939547064,35.42113201512451,328.4535101441179,24.99779915395522,67.56917908676753,12.194188630412757,7.03839869762572,2.291808208462802,72.33383020060913,117,4.094844788037118,4580.861108599023,124,1.5
2019,-1.1602258535618855,35.47666982600867,996.0530021658951,19.55412783634027,55.86146203156294,22.323909956330414,5.088195416877516,2.269483200604382,135.5766248464125,104,1.8882355929314885,2484.9408322436243,143,3.967948777415077
2019,-1.2461111724900547,34.54513939314688,346.8471585305764,19.834040935151464,86.06653658707032,25.40133949851944,5.791649236610585,1.992830578771437,188.4948774009789,106,4.247357281463264,2389.797443650314,96,4.594060506656197
2014,-1.2534324414021063,35.873854833548606,334.33824534183947,24.412993483275244,82.22796741341128,11.953140775147396,5.071449226126309,2.0357525629480535,76.47934649774186,84,4.389392014738708,3817.076248876873,123,1.5
2017,-0.46287662266853213,35.088006777189904,686.8359283272437,21.499785910862855,52.86447648358073,25.295863853340023,5.1004174173274635,2.0096725070640575,105.02763550772872,72,1.5667183108792238,4413.913753379593,95,2.989528401919526
2023,-1.0083051150131994,35.6197862030719,356.76765690867006,22.417419218695045,59.95654861869064,38.777137140502035,5.1987882604110345,1.400258617026293,68.54252524846808,100,4.407936965343842,4340.158771117219,108,3.4684593487489765
2011,-0.7837205669417111,35.101838146330834,1010.2295561636208,24.26777527474289,82.76287538446036,39.36742969484597,5.690817322426405,2.8435360250186834,146.30565774709225,65,3.7685917624650154,3630.8259966542446,131,4.604420567066771
2021,0.4790106667686449,34.83426862973862,776.6067842835034,25.108475351507654,82.12184506239494,25.950393357694338,5.760506919095328,1.6981961606572944,150.37143915420518,94,1.8391831993632146,3916.075198664139,97,3.1059493335002446
2008,-0.13137150214931048,35.31434747719775,326.134904393797,18.52971551052993,87.81802200471155,25.452907978088767,6.00113378308722,0.5508197503639746,149.62734791534558,87,4.992721293743104,2774.597872154606,137,3.6607498643822716
2009,0.3979613340940027,34.964546729581,336.45061783372756,16.908318872680518,89.90191046469441,18.565244992491742,6.012327736165741,1.3709033559708135,131.3190572545018,79,3.6541338112022084,3653.662732048715,119,2.604676572772605
2011,-1.2148868899337688,35.56960195383834,851.4016767655314,18.793330407408426,89.05080252964487,39.913464151363044,6.928522529607952,0.8257064466189987,161.93913016966582,79,2.9030008547160215,2623.104514385849,91,5.691632152103847
2017,-0.7357210503348615,34.89765706057296,1025.5006358925643,21.59799822619698,66.40551942885766,18.22687513075678,5.353508108947249,1.4084594776197086,55.38159445699696,100,4.59825055508104,4785.075515692517,105,1.9219642289556573
2019,-0.39053639343529145,35.516811953289256,694.0195781472962,19.447837124861508,60.01313775208129,23.58703901319869,5.3943515395106445,2.0206562125893317,193.62702311679593,63,1.6456808890292058,4034.1702070822994,142,3.3615590909675745
2015,-1.346483876222524,34.814757029737734,799.122604382062,22.388715865018717,80.3364076170825,10.088021734080296,6.566472629180585,0.5566611863048103,83.31443118940302,79,4.0107000326723705,3693.932047737496,135,2.027985230872988
2008,-1.4916251127440843,35.841949418971566,1019.8465086449114,15.69505441363317,61.97091570976123,20.476968727274105,6.429355380481242,2.675501328069671,68.23429530376151,64,2.0030413002143455,2741.4268630833617,113,2.882824324564164
2017,-0.15913133240616495,36.00787536888285,849.4555566376373,21.626755350978975,82.25601440525318,12.143209018264717,5.385011763705281,2.025772796170439,191.17040644128974,81,3.4337512242844435,3226.934560336686,114,2.363923127609821
2011,-0.21636096639712932,34.72078846849987,502.2842138929375,19.783803790190202,71.35818921591698,32.314743111553966,7.130661067134797,1.2384296906474868,174.56553745423747,83,1.835796673046376,4340.650223844447,102,3.504088145040581
